Value(ms)
1578.125
1359.375
5484.375
2890.625
1218.75
1281.25
3234.375
1078.125
3343.75
4234.375
6171.875
1390.625
3328.125
1515.625
2187.5
3796.875
2093.75
1640.625
1593.75
6750
1406.25
2187.5
1781.25
1906.25
1500
1468.75
3515.625
1718.75
2250
1921.875
1375
3578.125
2718.75
1484.375
1359.375
4406.25
2703.125
906.25
1437.5
3265.625
1468.75
1265.625
1890.625
1796.875
1765.625
1906.25
1750
1375
2421.875
2000
1390.625
1421.875
2375
3843.75
1546.875
2421.875
3515.625
4718.75
1515.625
3406.25
4468.75
2421.875
1437.5
2187.5
2125
1468.75
1515.625
1718.75
4812.5
4281.25
1343.75
1734.375
2609.375
1734.375
2312.5
1250
1968.75
2406.25
1531.25
2625
1656.25
1781.25
1625
1375
1437.5
1593.75
10046.875
4375
1406.25
1984.375
1421.875
1687.5
2937.5
8515.625
7453.125
812.5
1421.875
1921.875
1718.75
1562.5
6640.625
1625
2890.625
1531.25
1375
5109.375
7578.125
1609.375
2125
1671.875
3750
1921.875
2015.625
