sessionId,edge_feature
361,0.721955524
361,0.787867665
361,0.822860275
361,0.798582936
361,0.809153823
361,0.726577979
361,0.742274875
361,0.795540265
361,0.792128265
361,0.73869225
361,0.746097152
362,0.777662911
362,0.766065851
362,0.733802775
362,0.774349935
362,0.801221074
362,0.761436199
362,0.774369819
362,0.794495301
362,0.746432801
362,0.793202737
362,0.758156221
362,0.831528108
362,0.830995629
362,0.753201262
362,0.774787681
362,0.768874736
362,0.776261314
362,0.854636546
362,0.833671191
362,0.824408863
362,0.722684109
362,0.726764355
362,0.758591655
362,0.811294067
362,0.869655822
362,0.767690336
362,0.737361642
362,0.82083552
362,0.8004177
362,0.775375064
362,0.851325063
362,0.827183426
363,0.901573296
363,0.856486041
363,0.724110002
363,0.902034109
363,0.895729886
363,0.832134471
363,0.835901299
363,0.925866707
363,0.83555471
363,0.770726529
363,0.802970948
363,0.743027856
363,0.79401807
363,0.726663443
363,0.840871134
363,0.730579454
363,0.739161793
363,0.78888237
363,0.778791133
363,0.740156453
363,0.741217221
363,0.773093859
363,0.802802903
363,0.826836681
363,0.732454216
363,0.774428591
363,0.854602243
363,0.829287957
363,0.738069662
363,0.761523575
363,0.744465717
363,0.724444345
363,0.767326393
363,0.771589501
363,0.753645716
363,0.728041399
363,0.727104869
363,0.73824492
363,0.81652318
363,0.875821822
363,0.814570665
363,0.817420899
363,0.741216936
363,0.773236262
363,0.722956265
363,0.794483124
363,0.77820778
363,0.90852205
363,0.922414948
363,0.813322514
364,0.921196797
364,0.821417026
364,0.804709617
364,0.744079997
364,0.815277315
364,0.809288052
364,0.881646866
364,0.859297036
364,0.789887094
364,0.751472422
364,0.737895062
364,0.768668654
364,0.752129481
364,0.746050126
364,0.770051302
364,0.768121873
364,0.799618468
364,0.762078712
364,0.820928069
364,0.817788892
364,0.76533852
364,0.778535914
364,0.783975318
364,0.744170508
364,0.778681639
364,0.807577771
364,0.781158164
364,0.777923105
364,0.828703971
364,0.809550148
364,0.755825261
364,0.851645899
364,0.853499169
364,0.835697921
364,0.743809814
364,0.817586495
364,0.777803195
364,0.816215462
364,0.852981388
364,0.728818311
364,0.761283683
364,0.771780189
364,0.729947616
364,0.777167078
364,0.880784543
364,0.865408224
364,0.872359625
364,0.856969801
364,0.776150916
364,0.840270981
364,0.834169984
364,0.85416286
364,0.825857882
364,0.925625974
364,0.812502477
364,0.771939162
364,0.739324422
364,0.732969274
364,0.776084572
364,0.830496725
364,0.831928498
364,0.769524528
364,0.746691905
364,0.737487522
364,0.806911742
364,0.871481466
364,0.785681278
364,0.925028882
364,0.813859103
364,0.823120035
364,0.840767773
364,0.764015439
364,0.794057312
364,0.790351707
364,0.761568246
364,0.821882457
364,0.841413494
364,0.834457883
364,0.952705127
364,0.925934466
364,0.867933693
365,0.758379885
365,0.867070226
365,0.732521083
365,0.759468147
365,0.885468319
365,0.817629582
365,0.731053701
365,0.72259695
366,0.887929447
366,0.774060827
366,0.857058277
366,0.766482966
366,0.836806698
366,0.762623629
366,0.746061461
366,0.755210186
366,0.744226795
366,0.811170675
366,0.768855959
366,0.750213291
366,0.759938803
366,0.745618474
366,0.881327491
366,0.768916921
366,0.889260397
366,0.870530936
366,0.796638463
366,0.8779659
366,0.761183811
366,0.746288627
366,0.856847918
366,0.736676426
366,0.737133989
367,0.895227714
367,0.937560334
367,0.891653636
367,0.83963448
367,0.852445666
367,0.913408296
367,0.770554293
367,0.816986509
367,0.770576151
367,0.756385181
367,0.795232186
367,0.7882658
367,0.726933818
367,0.785023868
367,0.806869397
367,0.72947121
367,0.816191374
367,0.784509986
367,0.821345767
367,0.837298502
367,0.763900026
367,0.805873246
367,0.72879003
367,0.777961448
367,0.81851763
367,0.864613536
367,0.840932692
367,0.838940011
367,0.808898953
367,0.77763463
367,0.818783823
