Value(μV)
-3.62407302856445
-5.1499981880188
-10.3953666687012
-11.1583299636841
-7.34351634979248
-7.0574049949646
-9.06018257141113
-9.06018257141113
-10.3953666687012
-19.1694374084473
-27.2759170532227
-24.7962875366211
-14.4009208679199
-5.43610954284668
-6.29444265365601
-12.7796258926392
-11.1583299636841
-3.8148136138916
-6.86666440963745
-17.0712909698486
-22.125919342041
-19.360179901123
-11.5398111343384
-8.3925895690918
-12.0166625976563
-8.96481227874756
3.62407302856445
7.82036781311035
2.76573991775513
1.43055510520935
-0.0953703373670578
-4.7685170173645
-5.7222204208374
-3.05185079574585
-0.0953703373670578
-7.34351634979248
-15.6407356262207
-11.1583299636841
-12.6842555999756
-17.0712909698486
-13.5425882339478
-10.7768487930298
-11.0629596710205
-14.9731435775757
-15.4499950408936
-8.96481227874756
-7.43888664245605
-10.3953666687012
-11.8259220123291
-9.34629344940186
-8.20184898376465
-10.3953666687012
-9.63240432739258
-12.588885307312
-16.4990692138672
-13.1611070632935
-11.2537002563477
-18.4064750671387
-25.7499923706055
-22.4120292663574
-23.2703628540039
-30.995361328125
-25.0823993682861
-10.7768487930298
-10.2999963760376
-14.7824029922485
-13.6379585266113
-16.4036979675293
-16.2129573822021
-12.2074031829834
-15.7361059188843
-14.3055505752563
-6.29444265365601
-6.86666440963745
-13.8286991119385
-15.35462474823
-15.5453653335571
-24.7962875366211
-26.9898052215576
-19.1694374084473
-20.2185115814209
-18.8833274841309
-8.58333015441895
-11.9212923049927
-13.1611070632935
-1.04907369613647
-3.62407302856445
-5.43610954284668
-3.05185079574585
-17.6435127258301
-23.5564746856689
-18.2157344818115
-18.6925868988037
-16.1175880432129
-14.2101802825928
-22.0305480957031
-25.9407329559326
-19.6462898254395
-9.537034034729
-0.572222054004669
1.43055510520935
1.33518481254578
7.82036781311035
9.537034034729
1.71666610240936
-1.62129580974579
-3.62407302856445
-1.14444410800934
3.62407302856445
-0.858333051204681
-1.52592539787292
-0.667592406272888
-2.95648050308228
0.667592406272888
4.10092449188232
-1.71666610240936
-8.77407169342041
-6.1037015914917
2.00277709960938
6.96203470230103
3.43333220481873
-4.38703584671021
-6.86666440963745
-4.48240613937378
-6.96203470230103
-13.6379585266113
-12.2074031829834
-8.67870044708252
-13.7333288192749
-19.8370304107666
-16.7851791381836
-11.635181427002
-10.2999963760376
-8.0111083984375
-9.25092315673828
-9.44166374206543
-10.0138854980469
-13.1611070632935
-4.29166507720947
5.34073925018311
3.91018390655518
4.10092449188232
5.53147983551025
1.14444410800934
-2.1935179233551
-2.76573991775513
-1.9074068069458
0.0953703373670578
-1.04907369613647
-4.57777643203735
-16.9759197235107
-43.9657249450684
-78.5851593017578
-106.814781188965
-114.158294677734
-112.060150146484
-110.152740478516
-85.5471954345703
-39.7694320678711
-17.1666603088379
-21.2675857543945
12.0166625976563
136.474960327148
331.793426513672
519.768371582031
656.434020996094
783.753479003906
941.209899902344
1060.99499511719
1149.9755859375
1358.83654785156
1514.19482421875
1353.97265625
1095.42370605469
914.792297363281
711.653503417969
445.379486083984
144.104583740234
-149.63606262207
-394.070251464844
-564.783142089844
-683.328491210938
-767.158996582031
-807.69140625
-819.421936035156
-804.067321777344
-765.15625
-733.11181640625
-720.522888183594
-717.280334472656
-714.037719726563
-706.122009277344
-700.590515136719
-694.48681640625
-667.306274414063
-625.820190429688
-591.010009765625
-562.684997558594
-536.839660644531
-512.138732910156
-489.917449951172
-476.184112548828
-458.159118652344
-433.267456054688
-415.051727294922
-389.969329833984
-354.491546630859
-324.640625
-295.552673339844
-268.753631591797
-257.499908447266
-253.208251953125
-241.000854492188
-216.490676879883
-187.593460083008
-163.560134887695
-139.622177124023
-113.967559814453
-96.4194107055664
-82.5907135009766
-69.4296035766602
-63.8027572631836
-55.5055389404297
-44.6333198547363
-31.8536930084229
-4.57777643203735
21.0768451690674
40.0555419921875
58.5573883056641
66.5684967041016
72.8629379272461
79.9203414916992
81.827751159668
83.925895690918
92.318489074707
102.904594421387
107.577743530273
118.068481445313
137.237915039063
150.780502319336
155.83512878418
159.077728271484
163.941619873047
167.470321655273
169.663833618164
175.1953125
178.437911987305
176.530502319336
182.920318603516
194.746231079102
198.370300292969
201.136047363281
203.138824462891
195.986053466797
192.743453979492
195.509201049805
199.228637695313
205.999938964844
207.525863647461
200.75456237793
197.893447875977
199.324005126953
200.9453125
206.572158813477
203.997161865234
192.361968994141
190.263824462891
189.024017333984
180.726791381836
177.865676879883
180.822158813477
180.154571533203
177.961059570313
180.917541503906
177.48420715332
164.418472290039
165.276794433594
175.767532348633
170.80827331543
162.3203125
163.464767456055
162.606430053711
161.938842773438
166.61198425293
170.426803588867
170.903656005859
166.61198425293
150.494400024414
134.853652954102
128.654586791992
123.123107910156
121.883293151855
126.365699768066
130.657363891602
133.232360839844
134.090698242188
133.041625976563
126.07958984375
119.68977355957
120.262001037598
124.744407653809
127.891624450684
128.082366943359
133.041625976563
139.240692138672
138.191619873047
133.041625976563
126.937919616699
123.790702819824
126.747184753418
130.085144042969
130.657363891602
132.850875854492
137.524032592773
139.622177124023
138.000885009766
133.709213256836
126.842552185059
114.444404602051
100.424964904785
100.52033996582
101.950889587402
93.5583038330078
86.5009002685547
78.394416809082
67.9990539550781
55.219425201416
40.6277656555176
29.5648059844971
16.6898097991943
8.3925895690918
3.5287024974823
-10.4907369613647
-17.0712909698486
-15.5453653335571
-21.3629570007324
-28.8972129821777
-38.2435073852539
-48.5435028076172
-55.4101676940918
-61.8953514099121
-71.7184982299805
-83.2583084106445
-88.9805297851563
-85.3564529418945
-87.9314498901367
-101.283302307129
-105.002746582031
-103.76293182373
-112.441627502441
-119.403663635254
-123.027740478516
-126.07958984375
-127.224029541016
-132.850875854492
-137.905517578125
-133.804580688477
-125.984222412109
-129.894409179688
-144.390701293945
-146.679580688477
