Value(ms)
2171.875
1765.625
828.125
1015.625
1093.75
1046.875
609.375
1265.625
2140.625
1609.375
1343.75
1359.375
1718.75
1203.125
1453.125
1640.625
1625
1968.75
1734.375
640.625
1562.5
1781.25
1562.5
1406.25
828.125
968.75
1218.75
1687.5
1750
1687.5
1593.75
1453.125
1093.75
1656.25
1031.25
1359.375
1796.875
1875
1218.75
640.625
1375
1328.125
1859.375
1765.625
921.875
625
1828.125
1812.5
2156.25
1875
1671.875
1218.75
1281.25
1546.875
671.875
1218.75
1593.75
1703.125
1812.5
1578.125
1546.875
1703.125
1843.75
609.375
1015.625
1437.5
703.125
640.625
1406.25
1593.75
1921.875
796.875
1265.625
1250
1640.625
1734.375
1390.625
750
1062.5
859.375
859.375
1265.625
687.5
953.125
1234.375
1375
1515.625
1421.875
1343.75
1218.75
687.5
1234.375
1375
734.375
687.5
1234.375
1796.875
1578.125
1265.625
1156.25
2234.375
1671.875
1390.625
1484.375
1468.75
1609.375
1765.625
1500
1125
1500
1109.375
671.875
1421.875
1343.75
1234.375
671.875
1500
2500
1109.375
1687.5
1531.25
1390.625
1687.5
1203.125
921.875
1671.875
1500
1796.875
1250
718.75
1015.625
1234.375
796.875
1375
1218.75
718.75
1000
1328.125
640.625
937.5
1328.125
1218.75
1375
1500
1390.625
1390.625
1109.375
1156.25
1218.75
1375
1250
1343.75
1187.5
1218.75
1328.125
1281.25
1203.125
1578.125
1500
1265.625
1406.25
1375
1093.75
1406.25
1500
1468.75
1359.375
1328.125
1375
1109.375
1203.125
1390.625
1281.25
1218.75
1375
1093.75
1421.875
1640.625
1390.625
1687.5
1437.5
1000
1328.125
1093.75
1203.125
1453.125
1171.875
1234.375
1015.625
937.5
1390.625
1640.625
1265.625
1156.25
1046.875
1000
1765.625
1546.875
1921.875
1375
1593.75
1640.625
1406.25
1312.5
1593.75
1296.875
1562.5
1203.125
1140.625
921.875
875
875
1250
1156.25
1421.875
1421.875
1843.75
1656.25
1484.375
1296.875
984.375
1796.875
1562.5
1359.375
