Value(ms)
654.296875
658.203125
664.0625
628.90625
617.1875
634.765625
660.15625
691.40625
746.09375
769.53125
750
732.421875
728.515625
728.515625
738.28125
718.75
687.5
636.71875
611.328125
621.09375
613.28125
628.90625
648.4375
664.0625
656.25
667.96875
677.734375
705.078125
734.375
755.859375
767.578125
771.484375
750
707.03125
708.984375
693.359375
697.265625
701.171875
705.078125
662.109375
662.109375
693.359375
750
800.78125
775.390625
779.296875
777.34375
767.578125
761.71875
742.1875
695.3125
666.015625
660.15625
664.0625
679.6875
712.890625
701.171875
679.6875
693.359375
707.03125
761.71875
783.203125
750
742.1875
724.609375
714.84375
708.984375
712.890625
675.78125
658.203125
648.4375
656.25
666.015625
691.40625
685.546875
693.359375
718.75
744.140625
765.625
732.421875
738.28125
744.140625
750
718.75
697.265625
697.265625
707.03125
722.65625
763.671875
738.28125
728.515625
755.859375
771.484375
771.484375
787.109375
773.4375
724.609375
693.359375
707.03125
703.125
738.28125
769.53125
794.921875
779.296875
742.1875
751.953125
761.71875
791.015625
806.640625
792.96875
736.328125
740.234375
742.1875
753.90625
771.484375
765.625
744.140625
695.3125
697.265625
724.609375
734.375
753.90625
740.234375
716.796875
726.5625
726.5625
736.328125
728.515625
695.3125
681.640625
707.03125
722.65625
765.625
794.921875
769.53125
781.25
775.390625
773.4375
763.671875
736.328125
759.765625
753.90625
753.90625
720.703125
730.46875
734.375
728.515625
736.328125
728.515625
716.796875
716.796875
718.75
728.515625
748.046875
769.53125
746.09375
753.90625
746.09375
759.765625
761.71875
746.09375
740.234375
738.28125
750
751.953125
755.859375
724.609375
740.234375
744.140625
746.09375
736.328125
722.65625
740.234375
744.140625
726.5625
720.703125
734.375
738.28125
736.328125
703.125
685.546875
685.546875
671.875
656.25
621.09375
599.609375
611.328125
646.484375
652.34375
681.640625
685.546875
666.015625
669.921875
685.546875
689.453125
701.171875
691.40625
695.3125
720.703125
746.09375
744.140625
765.625
755.859375
755.859375
757.8125
751.953125
710.9375
712.890625
705.078125
697.265625
697.265625
673.828125
669.921875
675.78125
681.640625
699.21875
691.40625
695.3125
720.703125
720.703125
722.65625
718.75
691.40625
683.59375
689.453125
693.359375
708.984375
691.40625
699.21875
705.078125
712.890625
701.171875
699.21875
679.6875
685.546875
687.5
693.359375
691.40625
673.828125
667.96875
673.828125
677.734375
681.640625
666.015625
646.484375
658.203125
677.734375
703.125
720.703125
736.328125
726.5625
707.03125
714.84375
701.171875
679.6875
646.484375
617.1875
603.515625
585.9375
593.75
597.65625
619.140625
644.53125
689.453125
679.6875
634.765625
626.953125
626.953125
646.484375
658.203125
677.734375
658.203125
691.40625
710.9375
734.375
742.1875
751.953125
714.84375
707.03125
703.125
705.078125
716.796875
687.5
689.453125
701.171875
703.125
740.234375
744.140625
753.90625
769.53125
773.4375
783.203125
734.375
734.375
714.84375
718.75
685.546875
644.53125
648.4375
669.921875
712.890625
755.859375
800.78125
759.765625
763.671875
775.390625
765.625
757.8125
744.140625
703.125
675.78125
644.53125
621.09375
640.625
677.734375
712.890625
728.515625
757.8125
796.875
818.359375
771.484375
718.75
708.984375
712.890625
734.375
750
738.28125
755.859375
783.203125
792.96875
781.25
751.953125
767.578125
783.203125
785.15625
792.96875
787.109375
755.859375
748.046875
732.421875
732.421875
738.28125
728.515625
775.390625
806.640625
814.453125
794.921875
777.34375
791.015625
789.0625
773.4375
767.578125
720.703125
722.65625
714.84375
708.984375
714.84375
693.359375
683.59375
691.40625
703.125
714.84375
732.421875
710.9375
712.890625
716.796875
726.5625
714.84375
681.640625
681.640625
681.640625
681.640625
666.015625
646.484375
650.390625
662.109375
683.59375
716.796875
703.125
695.3125
710.9375
740.234375
755.859375
769.53125
738.28125
724.609375
722.65625
720.703125
710.9375
707.03125
691.40625
679.6875
669.921875
677.734375
697.265625
724.609375
720.703125
724.609375
722.65625
710.9375
695.3125
681.640625
679.6875
693.359375
693.359375
707.03125
697.265625
679.6875
644.53125
621.09375
605.46875
628.90625
671.875
710.9375
716.796875
724.609375
734.375
730.46875
693.359375
