Value(%)
1.61658294819567E-05
3.19104495396911E-05
2.74015059133955E-05
2.69404880986813E-05
0.016052326481594
0.316581221007127
0.394348696753501
0.183377759824278
0.102024635627514
0.0635170605575079
0.0617008361319379
0.0432328128474861
0.0210226264107683
0.014397465573234
0.0125974445835688
0.0107128198660259
0.00896944800926415
0.00626479834948078
0.00823831515775987
0.0071112828723563
0.0121862142014777
0.0143117426267634
0.00988793964326323
0.00663030531730768
0.00378715050768629
0.00332619941831054
0.00259000909471463
0.00272603651430582
0.00375051911693765
0.00432580972809629
0.00684392280514691
0.00649647763895224
0.00631537351088775
0.00417724196024467
0.00294188439821842
0.0018528660830452
0.00162281723978634
0.00189360868973037
0.00172976122634952
0.00169003073589528
0.00211717811453619
0.0019375777237552
0.001716776121245
0.00159013145513283
0.00160177410674903
0.00137464121621314
0.00127860424163011
0.00120159015161822
0.0013305403959108
0.00175516218990734
0.0016857077451709
0.00133791702267293
0.00095719869181243
0.00086929823578397
0.000832991782558117
0.000767846392771341
0.000614833890407228
0.000569817390106725
0.000504352339781652
0.000508716355863476
0.000500031755574569
0.000480497606155495
0.000452866969074956
0.000407306243713081
0.000302262008920499
0.000293457850158073
0.000258205060523372
0.000215299427790525
0.000193739202356862
0.000180810171733941
0.000130667752915571
0.000116448403111987
0.000101086692119893
0.000119866847756558
0.000203197653400425
7.06770204932424E-05
6.4811776573163E-05
4.3170678022859E-05
3.8245891032325E-05
2.31420427585914E-05
2.18002262792367E-05
2.02300201358604E-05
2.23923106391065E-05
1.66213199618738E-05
1.67738916769875E-05
1.49191048327247E-05
1.32339532489763E-05
1.30324632215602E-05
1.11634265905497E-05
8.83068450015667E-06
8.32015590952911E-06
8.35980433903831E-06
8.05564989502325E-06
5.25899528216763E-06
5.31971274755677E-06
5.40446270144695E-06
5.17510555852388E-06
4.29532870675266E-06
5.88236765549895E-06
5.07654851646771E-06
2.95510582311191E-06
3.73003970023913E-06
3.39847493686633E-06
2.84389061268508E-06
2.2059894902201E-06
2.52555096133486E-06
1.8468529180813E-06
2.00428957310379E-06
1.78108098329567E-06
2.08843329205096E-06
1.67134502065098E-06
1.65182304929961E-06
1.4730007200007E-06
1.61612549108975E-06
1.20873552303811E-06
1.53448488587284E-06
9.23588202697975E-07
1.13931430335426E-06
8.35948715894921E-07
9.36952477835611E-07
1.07193195296003E-06
9.69939081515722E-07
1.10204955972739E-06
1.16815625261203E-06
8.30741663789235E-07
8.2583125159547E-07
6.97252111516055E-07
8.56724126778075E-07
6.16627870874776E-07
7.48363626256897E-07
7.10690461052032E-07
5.37321413408015E-07
5.52564260515704E-07
6.06327373803844E-07
5.57523183551205E-07
4.9266678793746E-07
5.94634920136905E-07
4.72867127975152E-07
4.23535081444615E-07
5.33397237172168E-07
5.87750920547654E-07
4.97529771222806E-07
4.00457640084745E-07
4.86273749071828E-07
4.15549556374304E-07
4.14612899583376E-07
3.99244181963831E-07
4.08209133384024E-07
2.95402779043368E-07
4.80591909249393E-07
3.77956740957164E-07
4.35155681415865E-07
3.83366364878112E-07
3.36540471696011E-07
3.0989146689531E-07
3.51322866377474E-07
3.03121783032097E-07
4.08880402251387E-07
3.08907748114296E-07
3.59628142537471E-07
3.33463652614121E-07
3.08206168109308E-07
3.13653516910809E-07
3.22195252470558E-07
3.14854532716947E-07
2.34067571288966E-07
2.44867718487145E-07
2.87751096325505E-07
2.82946134956488E-07
2.64234398108837E-07
2.87715929289971E-07
2.21612344019112E-07
2.37884439180961E-07
2.02844745153963E-07
2.68870889602269E-07
1.88523307284989E-07
2.59762125620015E-07
1.99444907662692E-07
2.27499907917199E-07
2.12982265595789E-07
2.30499255657188E-07
2.10887246302391E-07
1.99692425568072E-07
2.01360022982681E-07
1.79211448523286E-07
1.88110422713498E-07
1.97976020971605E-07
1.84419506479117E-07
1.75428085936533E-07
1.93862947072988E-07
1.87988870084122E-07
1.7998293472794E-07
1.70453496777465E-07
1.59399340919847E-07
2.12715950599635E-07
1.47109499354261E-07
1.97162761416585E-07
1.60216220570286E-07
1.87705422581325E-07
4.37518414314072E-07
6.64074439157647E-07
1.01905986006318E-07
1.04121262230545E-07
1.03901344319933E-07
1.02537236533993E-07
1.01092050009354E-07
9.97379191515616E-08
9.84945434431107E-08
9.73516284174871E-08
9.62945011559796E-08
9.53098328461099E-08
9.4386623058835E-08
9.35160275242375E-08
9.26909612384765E-08
9.19057199643448E-08
9.11556722269602E-08
9.04370209130943E-08
8.97466219318719E-08
8.90818465234731E-08
8.84404762639951E-08
8.78206226050195E-08
8.72206645176117E-08
8.663919986402E-08
8.60750071156265E-08
8.55270149003063E-08
8.49942776974353E-08
8.44759560722079E-08
8.3971300811825E-08
8.34796396463196E-08
8.30003666193021E-08
8.25329329599915E-08
8.20768396654947E-08
8.16316311695531E-08
8.11968900488315E-08
8.07722324564312E-08
8.03573043303388E-08
7.99517780170234E-08
7.95553495042729E-08
7.91677358615372E-08
7.87886732151066E-08
7.84179147885285E-08
7.80552293319054E-08
7.77003996462539E-08
7.73532214029036E-08
7.70135019048369E-08
7.66810592358454E-08
7.63557212592016E-08
7.60373249493031E-08
7.57257155821061E-08
7.54207461978315E-08
7.51222769847356E-08
7.4830174785556E-08
7.45443126393892E-08
7.42645693797498E-08
7.39908292193057E-08
7.37229814421546E-08
7.34609200936581E-08
7.32045436630996E-08
7.29537548527464E-08
7.27084603333042E-08
7.24685705147242E-08
7.22339993385513E-08
7.20046641319193E-08
7.17804853889593E-08
7.15613866260989E-08
7.13472942665657E-08
7.11381374586772E-08
7.09338479654307E-08
7.07343600951094E-08
7.05396104884745E-08
7.03495381307282E-08
7.01640841942586E-08
6.99831919322891E-08
6.98068066643592E-08
6.96348756427176E-08
6.94673480033935E-08
6.93041746817095E-08
6.91453083806169E-08
6.89907034781805E-08
6.88403159742239E-08
6.86941034813405E-08
6.85520250988894E-08
6.84140414329462E-08
6.82801145432094E-08
6.81502078418646E-08
6.80242861516995E-08
6.79023155645017E-08
6.77842635049033E-08
6.76700986321156E-08
6.75597908115226E-08
6.74533111336099E-08
6.73506318340913E-08
6.72517262801015E-08
6.7156568996075E-08
6.70651355467701E-08
6.69774025898351E-08
6.68933478430401E-08
6.68129500362728E-08
6.67361889233887E-08
6.66630452335207E-08
6.65935007048655E-08
6.65275380103164E-08
6.64651407730727E-08
6.64062935840278E-08
6.63509819125288E-08
6.62991921639893E-08
6.625091163859E-08
6.62061285365057E-08
6.61648319176029E-08
6.61270117273225E-08
6.60926587849465E-08
6.60617647487127E-08
6.60343221335537E-08
6.60103243120007E-08
6.59897654814887E-08
6.59726406828972E-08
6.59589457904318E-08
6.59486775019669E-08
6.59418333556859E-08
6.5938411685379E-08
